Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
6/21/2023 3:22:12 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.49	0	0	0	0	0	0	0	0	0	233.23	-0.12	-0.07	3.00	0.88	1.72	0.07	0.98	26.94	25.62
6/21/2023 3:22:15 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.15	23.50	0	0	0	0	0	0	0	0	0	232.96	-0.16	-0.06	3.06	0.64	1.89	0.11	0.99	26.98	25.62
6/21/2023 3:22:18 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.15	23.50	0	0	0	0	0	0	0	0	0	233.56	-0.13	-0.08	3.05	0.82	1.77	0.08	0.99	26.99	25.68
6/21/2023 3:22:21 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.49	0	0	0	0	0	0	0	0	0	232.96	-0.11	-0.03	3.12	0.76	1.81	0.02	0.98	26.97	25.64
6/21/2023 3:22:24 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.15	23.51	0	0	0	0	0	0	0	0	0	232.90	-0.28	-0.14	2.99	0.77	1.75	-0.05	0.99	26.97	25.64
6/21/2023 3:22:27 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.52	0	0	0	0	0	0	0	0	0	232.88	-0.16	-0.05	3.01	0.80	1.88	0.08	0.98	27.01	25.72
6/21/2023 3:22:30 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.50	0	0	0	0	0	0	0	0	0	233.06	-0.13	-0.10	3.01	0.75	1.81	-0.00	0.98	26.98	25.60
6/21/2023 3:22:33 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.51	0	0	0	0	0	0	0	0	0	233.43	-0.09	-0.04	3.12	0.63	1.87	0.14	0.98	26.98	25.62
6/21/2023 3:22:36 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.51	0	0	0	0	0	0	0	0	0	233.15	-0.14	0.01	3.04	0.66	1.70	-0.05	0.98	27.00	25.67
6/21/2023 3:22:39 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.16	23.52	0	0	0	0	0	0	0	0	0	232.96	-0.05	-0.05	2.97	0.68	1.91	-0.06	0.98	27.02	25.67
6/21/2023 3:27:14 PM	0.19	0.00	1.15	0.00	0.00	0.00	0.00	0.18	1.33	100.00	-0.16	23.60	99	0	516	0	0	0	0	0	615	240.74	1.82	0.43	4.31	5.09	3.08	4.47	0.98	27.32	26.22
6/21/2023 3:27:18 PM	0.05	0.00	1.14	0.00	0.00	0.00	0.00	0.22	1.19	100.00	-0.16	23.61	28	0	513	0	0	0	0	0	540	240.63	1.83	0.46	4.19	5.39	3.06	4.42	0.98	27.33	26.20
6/21/2023 3:27:21 PM	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.21	1.19	100.00	-0.16	23.60	0	0	535	0	0	0	0	0	535	240.38	1.90	0.42	4.30	5.32	3.16	4.35	0.98	27.33	26.23
6/21/2023 3:27:24 PM	0.04	0.00	1.16	0.00	0.00	0.00	0.00	0.21	1.20	100.00	-0.17	23.60	23	0	521	0	0	0	0	0	544	240.82	1.85	0.37	4.30	5.32	3.04	4.39	0.98	27.33	26.26
6/21/2023 3:27:27 PM	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.22	1.14	100.00	-0.17	23.61	0	0	513	0	0	0	0	0	513	240.60	1.88	0.33	4.22	5.33	3.06	4.29	0.98	27.33	26.26
6/21/2023 3:27:29 PM	0.05	0.00	1.14	0.00	0.00	0.00	0.00	0.21	1.18	100.00	-0.17	23.61	24	0	512	0	0	0	0	0	536	240.43	1.81	0.38	4.25	5.21	3.07	4.31	0.98	27.34	26.28
